name,price,year,mileage,engine,date_listed,day_listed,month_listed,year_listed,days_since_listed,link
 ,£2100,2011,122000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954629?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£29995,2010,56792,6.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954626?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2300,2009,214000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954624?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3995,2009,63300,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954623?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2695,2006,58210,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954622?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£800,2003,130674,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954617?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£17995,2015,77801,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954615?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£825,2008,43451,1.25,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954561?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9495,2015,109980,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954560?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£990,2007,112000,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954557?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6495,2010,101000,1.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954556?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5895,2016,71000,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954555?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2400,2009,80100,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954554?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4999,2013,99700,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954553?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4850,2008,94095,3.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954550?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2495,2012,82000,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954536?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7500,2012,85500,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954526?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4995,2006,24000,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954520?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3495,2015,69700,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954515?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£14400,2023,19200,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954508?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5395,2013,100000,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954507?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3995,2015,85680,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954501?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2650,1980,40578,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954493?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1999,2008,83191,1.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954485?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3595,2013,78000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954476?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2675,2001,67000,2.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954474?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£12500,2016,100704,3.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954470?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4595,2017,89376,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954461?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2950,2008,87206,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954456?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5795,2011,125000,1.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954454?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2500,2013,128290,1.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954443?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4800,2014,98367,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954442?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11999,2014,73000,2.1,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954432?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3150,2011,200474,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954431?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£125995,2016,16000,6.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954430?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2999,2011,76363,1.7,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954429?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3450,2011,108358,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954427?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5995,2014,79000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954425?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2495,2009,161217,1.9,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954423?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£24995,2018,78000,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954416?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5000,2015,63362,0.9,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954415?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6485,2016,119000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954411?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6995,2012,83200,2.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954404?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7990,2016,70000,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954397?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7295,2016,76000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954395?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2350,2012,53000,1.33,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954394?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£17495,2019,31000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954393?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1480,2004,89900,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954391?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£600,2009,109245,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954376?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9990,2020,49000,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954375?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£15000,2018,57000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954373?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7220,2016,47000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954363?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2995,2013,77330,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954356?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3395,2013,87000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954355?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1990,2026,138000,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954354?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7495,2014,90323,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954342?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4695,2012,98200,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954337?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1595,2010,77000,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954334?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£15000,2008,39863,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954333?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7490,2016,66543,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954325?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2295,2011,112888,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954320?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5195,2010,83600,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954318?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2995,2013,80000,1.25,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954314?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11499,2014,49000,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954297?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7650,2017,45000,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954293?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11495,2020,33000,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954290?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1895,2009,78253,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954278?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6995,2013,23000,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954275?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4750,1990,0,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954273?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3300,2006,90265,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954271?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5950,2011,69000,1.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954269?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£14995,2018,39000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954267?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9495,2015,78000,2.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954266?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£13990,2016,64350,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954265?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£12495,2018,50000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954263?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9395,2016,99000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954262?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9590,2015,80139,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954261?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£24999,2017,65000,,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954258?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3195,2007,134000,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954255?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2950,2003,117013,3.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954240?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£8999,2015,113800,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954235?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4999,2015,93000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954231?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£14940,2018,51024,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954228?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£24995,2018,62000,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954226?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£49795,2021,21036,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954216?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4295,2011,77200,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954208?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9995,2013,39000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954199?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£29995,2021,47000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954127?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£14480,2021,54000,1.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954125?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5489,2016,75300,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954124?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3520,2013,55781,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954122?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£8700,2014,61000,1.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954120?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5000,2011,98000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954118?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1990,2012,84500,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954116?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2200,2015,100750,0.9,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954114?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9495,2016,70000,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954106?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9995,2013,92507,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954105?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2700,2012,133153,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954104?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£24850,2020,40500,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954096?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£8499,2019,88200,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954094?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3695,2012,64234,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954086?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£19950,2015,83465,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954085?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7895,2015,119400,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954084?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2999,2011,101428,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954082?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
